Source,Page number,Order,Week,Type,Lexicality,Orthography,Phonology,Flag for discussion,Notes,Mismatch with CMU Transcription,Coder(s),,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,spoon,spun,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,sport,spɔɹt,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,thrush,θɹʌʃ,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,trash,tʃɹæʃ,Exception that isn't mentioned as such,We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell,1 - tɹæʃ,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,start,stɑɹt,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,flair,flɛɹ,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,trail,tʃɹeɪl,Exception that isn't mentioned as such,We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell,1 - tɹeɪl,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,cream,kɹim,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,clown,klaʊn,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,star,stɑɹ,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,creep,kɹip,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,brown,bɹaʊn,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,stair,stɛɹ,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,spoil,spɔɪl,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,spark,spɑɹk,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,bring,bɹɪŋ,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,crash,kɹæʃ,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,bleed,blid,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,clear,kliɹ,,,1 - klɪɹ,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,swing,swɪŋ,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,droop,dʒɹup,Exception that isn't mentioned as such,We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell,1 - dɹup,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,spoon,spun,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,float,floʊt,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,smart,smɑɹt,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,groan,gɹoʊn,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,brush,bɹʌʃ,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,growl,gɹaʊl,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,scoop,skup,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,frown,fɹaʊn,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,speech,spitʃ,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,smear,smiɹ,,,1 - smɪɹ,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,thrill,θɹɪl,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Polysyllabic words",127,51,18,Rule example word,Word,treetop,tʃɹitɑp,Exception that isn't mentioned as such,We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell,1 - tɹitɔp,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Polysyllabic words",127,51,18,Rule example word,Word,starlight,stɑɹlaɪt,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Polysyllabic words",127,51,18,Rule example word,Word,floating,floʊtɪŋ,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Polysyllabic words",127,51,18,Rule example word,Word,freshness,fɹɛʃnɛs,,,1 - fɹɛʃnʌs,YL,,,,,,
"Phase 4, Suggested timetable for Phase Four - discrete teaching",108,52,18,Rule example word,Word,have,hæv,,,0,YL,,,,,,
"Phase 4, Suggested timetable for Phase Four - discrete teaching",108,52,18,Rule example word,Word,like,laɪk,,,0,YL,,,,,,
"Phase 4, Suggested timetable for Phase Four - discrete teaching",108,52,18,Rule example word,Word,some,sʌm,,,0,YL,,,,,,
"Phase 4, Suggested timetable for Phase Four - discrete teaching",108,52,18,Rule example word,Word,come,kʌm,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,stand,stænd,Order unclear,"They practice ""reading words containing adjacent consonants"" in both week 3 and 4",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,crisp,kɹɪsp,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,trend,tʃɹɛnd,""", exception that isn't mentioned as such",""", We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell",1 - tɹɛnd,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,trust,tʃɹʌst,""", exception that isn't mentioned as such",""", We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell",1 - tɹʌst,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,spend,spɛnd,Order unclear,"""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,glint,glɪnt,,"""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,twist,twɪst,,"""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,brand,bɹænd,,"""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,frost,fɹɑst,,"""",1 - fɹɔst,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,cramp,kɹæmp,,"""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,plump,plʌmp,,"""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,stamp,stæmp,,"""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,blend,blɛnd,,"""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,stunt,stʌnt,,"""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,crust,kɹʌst,,"""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,tramp,tʃɹæmp,""", exception that isn't mentioned as such",""", We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell",1 - tɹæmp,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,grunt,gɹʌnt,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,crept,kɹɛpt,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,drift,dʒɹɪft,""", exception that isn't mentioned as such",""", We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell",1 - dɹɪft,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,slept,slɛpt,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,skunk,skʌŋk,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,think,θɪŋk,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,thank,θæŋk,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,blink,blɪŋk,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,drank,dʒɹæŋk,""", exception that isn't mentioned as such",""", We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell",1 - dɹæŋk,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,blank,blæŋk,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using sets 1-7 letters",127,53,"19, 20",Rule example word,Word,trunk,tʃɹʌŋk,""", exception that isn't mentioned as such",""", We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell",1 - tɹʌŋk,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using Phase Three graphemes",127,53,"19, 20",Rule example word,Word,crunch,kɹʌntʃ,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVCC, CCCVC and CCCVCC words, Words using Phase Three graphemes",127,53,"19, 20",Rule example word,Word,drench,dʒɹɛntʃ,""", exception that isn't mentioned as such",""", We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell",1 - dɹɛntʃ,YL,,,,,,
